,f_Hz,G_mS,B_ms
161,4996991.8275,1.9252362615113383,4.103565804291383
162,4996994.255,1.9858577325291296,4.130786293120547
163,4996996.6825,2.0533641902439967,4.161159374554699
164,4996999.11,2.1212628559443107,4.187891876376417
165,4997001.5375,2.19217971851487,4.215002078354172
166,4997003.965,2.2671757558773376,4.243631171480734
167,4997006.3925,2.341822259287629,4.2665390913853125
168,4997008.82,2.4220827587974676,4.29295440357296
169,4997011.2475,2.505732372442923,4.316387959159801
170,4997013.675,2.5922810254949966,4.337804389323432
171,4997016.1025,2.6840453254869114,4.358550359055495
172,4997018.53,2.7773993825584387,4.378319956706563
173,4997020.9575,2.8761620047546335,4.393366588115556
174,4997023.385,2.9775271170487345,4.407704780164215
175,4997025.8125,3.087767172981422,4.420009840311465
176,4997028.24,3.1975507067895417,4.427571133023849
177,4997030.6675,3.3111830553590855,4.430182989382417
178,4997033.095,3.434760466576338,4.429445358687618
179,4997035.5225,3.5601608142262697,4.425891620490068
180,4997037.95,3.6833330026028634,4.4180776239117066
181,4997040.3775,3.8219344035397493,4.406174357504801
182,4997042.805,3.9586364825749425,4.386215695372684
183,4997045.2325,4.098974782092027,4.359430980190445
184,4997047.66,4.2444232705407074,4.329558706694383
185,4997050.0875,4.392326264624607,4.289293460880617
186,4997052.515,4.546311820493542,4.240521258253297
187,4997054.9425,4.702529219093266,4.1827395120143365
188,4997057.37,4.861475754695629,4.1182571436147954
189,4997059.7975,5.02595123039121,4.040793812700972
190,4997062.225,5.193193246519943,3.9520616141043377
191,4997064.6525,5.3529447637067795,3.853459422385767
192,4997067.08,5.5133720361721235,3.7423430072775212
193,4997069.5075,5.6795102241128985,3.616176286738281
194,4997071.935,5.841649005811438,3.483870958495283
195,4997074.3625,5.996164491067809,3.3305475908336444
196,4997076.79,6.15025707590914,3.1677328036444266
197,4997079.2175,6.298299350686906,2.9895807282503677
198,4997081.645,6.4371240370930725,2.7964072210782325
199,4997084.0725,6.563704026000693,2.59708707279418
200,4997086.5,6.6809306111958255,2.380045993509871
201,4997088.9275,6.787316975089939,2.1470858971241165
202,4997091.355,6.875909513803469,1.908976938171444
203,4997093.7825,6.956505240328081,1.6611688531402076
204,4997096.21,7.010523899490064,1.4035491022996842
205,4997098.6375,7.050923577376249,1.1409982474438318
206,4997101.065,7.071107267155021,0.8668203175489659
207,4997103.4925,7.071998072083116,0.6046370370036491
208,4997105.92,7.05043769276734,0.3319295346785131
209,4997108.3475,7.010759985500673,0.06226619019860199
210,4997110.775,6.948608557171098,-0.19790996747174763
211,4997113.2025,6.870979149535491,-0.4534601535795955
212,4997115.63,6.770337732739341,-0.7046545264831896
213,4997118.0575,6.655004372157649,-0.9442674377143568
214,4997120.485,6.5228991596781745,-1.161901862132578
215,4997122.9125,6.370074927672997,-1.3711363518305089
216,4997125.34,6.21323681436357,-1.5698570716374267
217,4997127.7675,6.04435735265532,-1.7468217581917573
218,4997130.195,5.864746729357275,-1.9090856218853134
219,4997132.6225,5.679509949862823,-2.0539500208800336
220,4997135.05,5.490622028469524,-2.1826160004165795
221,4997137.4775,5.2989439272256424,-2.2924448958714
222,4997139.905,5.104933318532213,-2.3865556150045313
223,4997142.3325,4.912943660514865,-2.4696225792495916
224,4997144.76,4.721185865110311,-2.5348517374629878
225,4997147.1875,4.533690084078843,-2.584970559802129
226,4997149.615,4.350107580107584,-2.623935600883056
227,4997152.0425,4.17243166461462,-2.652855614295196
228,4997154.47,3.9964313602332346,-2.671667135209057
229,4997156.8975,3.8298878872203668,-2.682858644903826
230,4997159.325,3.668187753672715,-2.682647166601809
231,4997161.7525,3.512872915322149,-2.67708385116581
232,4997164.18,3.363487550226288,-2.6658559497597176
233,4997166.6075,3.2237977438874186,-2.646632604297475
234,4997169.035,3.08981214833046,-2.6241392358824216
235,4997171.4625,2.9582136660149385,-2.595639806258894
236,4997173.89,2.838441099738189,-2.5677822227563305
237,4997176.3175,2.7230228794401596,-2.5346335501259634
238,4997178.745,2.611659996782041,-2.5002749880893784
239,4997181.1725,2.50773925506274,-2.464616467902148
240,4997183.6,2.4084615886357312,-2.42683080885008
241,4997186.0275,2.3140558906995983,-2.3858852453042294
